Review_Body,NaiveBayes_UWBR_predictions,NaiveBayes_UWBR_probabilities,roberta_UWBR_predictions,roberta_UWBR_probabilities,electra_UWBR_predictions,electra_UWBR_probabilities,skolkovo_UWBR_predictions,skolkovo_UWBR_probabilities,Date,Helper column,Quarter,Quarter Portion
No Comments,1,0.920546766,0,0.538292468,0,0.498249233,0,0.992886603,3/29/2008,89,Spring,Quarter Beginning
Fun. Passionate. Insightful. Hilarious. Cares about every student. Doesn't even have a PhD yet but she is better than 99% of all professors you will ever have.,0,0.978338801,0,0.538289607,0,0.498067558,0,0.990889013,3/25/2008,85,Spring,Quarter Beginning
"Jaime is an awesome teacher, she is really fun and gets really excited about stuff. She is also a pretty easy grader, which is always a plus. This calss is awesome.",1,0.966410101,0,0.538288951,0,0.502832472,0,0.992373526,10/30/2007,303,Autumn,Quarter Beginning
"I didn't know what to think when I found out she was a student, but she did a great job. The assignments were timely and helpful, the tests were fair, and her lectures were decent. She is also very easy to talk to during office hours.",0,0.993451271,0,0.538291335,0,0.499723822,0,0.992973924,12/2/2009,336,Autumn,Quarter End
Katie is a really good teacher. There are a lot of work to do but you really learn a lot. Her office hours are also helpful. After taking FIN 350 I decided to declare my major as Finance. She's super friendly and easy to deal with!,0,0.992699368,0,0.538290739,0,0.499113172,0,0.993188381,7/22/2009,203,Summer,Midterm
"Excellent teacher, take FIN350 from her!",1,0.972043607,0,0.538290083,0,0.501122653,0,0.991280854,6/8/2009,159,Spring,Quarter End
"Katie is super down to earth, funny...and hot! The class was good too.",1,0.956428077,0,0.538288116,0,0.50797677,0,0.991155386,2/27/2009,58,Winter,Quarter End
"I really enjoyed her class, but it was hard.  It kicked me in the butt, but I loved it!  She's also pretty cute. Wish she was teaching more classes.",1,0.96962148,0,0.538288474,1,0.618125737,1,0.808306336,3/27/2008,87,Spring,Quarter Beginning
She is a good teacher. she has some self esteem issues and if there is enough complains in the class she can change everything. Looking at other classes she was much easier. she is very helpful yet not so clear in class.,0,0.983242301,0,0.538290203,0,0.500118077,0,0.990561783,12/9/2007,343,Autumn,Quarter End
"Katie is just starting out teaching. You learn a ton from her class but her lectures are boring since she likes to read off her slides. Really cool and hot teacher, but I had trouble keeping up with her. I learned more from the book.",0,0.9780774,0,0.538289905,0,0.501889348,0,0.989430189,12/9/2007,343,Autumn,Quarter End
Really cool!,1,0.94428667,0,0.538290977,0,0.499431074,0,0.992403626,10/16/2007,289,Autumn,Quarter Beginning
Not a fan of him (and I usually give really good reviews) Really rambling and off  topic professor. Incapable of staying on topic and likes to talk about himself.,1,0.962325642,0,0.538291752,0,0.509817064,1,0.941268027,4/14/2016,105,Spring,Quarter Beginning
"boring, boring, boring. nice guy, but the topic is not that interesting and he rambles forever (while adding in unfunny jokes). however, i did manage to get an A with minimal effort, so there's that.",1,0.954964633,0,0.538291156,0,0.505562246,1,0.906133115,3/30/2014,89,Spring,Quarter Beginning
"Stevan is one of my favorite professors by far. He cracks jokes and tries to make the class more interesting. Though there is a lot of reading, and falling behind makes the written exams harder, but still doable. Also, Griff was an awesome TA, so I definitely recommend him.",1,0.974829361,0,0.538291574,0,0.501315653,0,0.99300164,2/25/2014,56,Winter,Quarter End
"Professor Harrell is great! The class is essay based, attendance is not mandatory and there is no midterm or final. Because the class doesn't have a test you are studying for, you can actually just listen and learn. He's super experienced, speaks like 5 languages and is ridiculously talented. He's very fair in grading. I love his classes. :-)",0,0.988073971,0,0.538288593,0,0.515418053,0,0.986520052,3/3/2012,63,Winter,Quarter End
This class is definitely not what it says it is online. Its incredibly boring and having finished it I fail to see the point in the entire class. Professor Harrell is beyond boring and goes even more off topic then most profs.,1,0.958068943,0,0.538290322,0,0.502758265,1,0.946385741,1/29/2012,29,Winter,Quarter Beginning
"Class was boring and only necessary for in class assignments. He's more concerned with making himself look good than his students learning. Lecture often goes off topic and has little to do with tests. However, the class is easy, barely had to read the assigned text to get a good grade.",0,0.992216037,0,0.538291454,0,0.499616325,0,0.989829838,12/11/2011,345,Autumn,Quarter End
"Prof Harrel is a great guy, but lecture and section are both incredibly boring.  Great if you need an easy class that you can skip.  Material and books very boring.",1,0.971817485,0,0.538288116,0,0.501318038,0,0.988148034,12/5/2011,339,Autumn,Quarter End
He's an interesting guy but the class is pretty boring.,1,0.952375555,0,0.53828752,0,0.51101321,0,0.986879408,11/6/2011,310,Autumn,Quarter Beginning
"If you're a writer rather than a tester this class is for you since the final grade is the average score for 3 papers. Very interesting lectures, loves China very much and will do what he can to clarify things. He does go off on tangents, but it helped to make a 2 hour lecture easier to tolerate.",0,0.9879071,0,0.538290501,0,0.499750018,0,0.993060231,5/8/2009,128,Spring,Midterm
"I loved this class. This is a great professor to take if you prefer writing above test taking. Beware, he has a strong personality and loves his work in China so be prepared to hear some sidetracking commentary. I appreciated that though, it helped break up what could have easily been a boring lecture.",0,0.983532961,0,0.53829062,0,0.500120759,0,0.993003309,2/9/2009,40,Winter,Midterm
"amazing professor. interesting lectures. did not want to skip his classes. however, not an easy class.",0,0.984674074,0,0.53828913,0,0.499234051,0,0.992760062,12/27/2008,362,Autumn,Quarter End
"Great class, stimulating, profesor very knowledgable and able to give interesting lectures",1,0.965499955,0,0.538298368,0,0.515405416,0,0.992880821,11/24/2008,329,Autumn,Midterm
Lectures meaningful and paper topics thought-provoking. a very interesting way of looking at a multitude of issues.,0,0.982083511,0,0.538290322,0,0.49716723,0,0.992760897,3/6/2008,66,Winter,Quarter End
"Professor Harrel knew how to take a boring subject and make it interesting. I personally don't like Environmental Anthropology, but Professor Harrel made the class fun with his funny jokes and silly personality. I loved Professor Harrel!",1,0.95681655,0,0.538287938,1,0.640713394,1,0.839991868,3/1/2008,61,Winter,Quarter End
"Professor Harrell's class was my most interesting so far. He's incredibly intelligent and his class provokes ideas that are new and extremely relevant to our environmental issues today. Although there was a lot of reading, there were only a few papers and as long as you stick to the guidelines, you'll do well. I LOVED this class!",0,0.983993649,0,0.538290203,0,0.498254687,0,0.993334413,1/7/2008,7,Winter,Quarter Beginning
"Nice enough guy, and the class is really easy.  Lectures tend to be fairly boring, but it's a good time to work on other work while making sure not to miss any information that may be helpful when writing the papers.  Papers are easy to BS but also require a fair bit of writing skill.",0,0.993930679,0,0.538290918,0,0.499862581,0,0.993154049,1/5/2008,5,Winter,Quarter Beginning
"Harrell is probably one of the smartest teachers I have ever had...having said that, he is extremely difficult. It is true there are no tests, however, be prepared to read over 150 pages a week and write a small paper. A 6-8 page paper is also due every 2 weeks.",0,0.989006524,0,0.538290977,0,0.500653207,0,0.993016243,1/3/2008,3,Winter,Quarter Beginning
Digresses much during lecture.,1,0.73684838,0,0.538289309,0,0.499717325,0,0.992966413,11/18/2007,322,Autumn,Midterm
"His class is amazingly easy, since there aren't any tests, just essays you can easily BS your way through without even going to lecture. And you won't want to; amazingly digressive, droning, he can turn an interesting topic into another excuse to talk about how much fun he had in Taiwan. Terrible taste in TAs.",1,0.967512879,0,0.538290441,0,0.504352629,0,0.985443532,10/30/2007,303,Autumn,Quarter Beginning
No Comments,1,0.920546766,0,0.538292468,0,0.498249233,0,0.992886603,10/19/2007,292,Autumn,Quarter Beginning
"Never prepared for class; snide comments; poor use of technology in teaching; random **** comments about his culture of ""expertise"" such as ""Chinese people are greedy and scheming."" Skipped class for book tour and expected students to  meet and report back to him. Good old boy sense of humor.",0,0.979337937,0,0.53829056,1,0.564998388,1,0.892748654,10/16/2007,289,Autumn,Quarter Beginning
"Depending on your TA, this class is insanely easy. Four 6-8 page papers, but you only have to write 3, so if you finish early, you are DONE with the class and dont even have to show up to lecture. Section projects are easy -- high school level easy. Grading is based on letter grades, lectures are boring and long, but its worth it.",0,0.990191897,0,0.538290739,0,0.501544714,0,0.991219223,12/12/2006,346,Autumn,Quarter End
"He was a TA, not a professor but he was soooo boring.  His teaching style is really easy though so it's not hard to get a good grade.",1,0.975316542,0,0.538290858,0,0.503818214,0,0.981487036,5/15/2010,135,Spring,Midterm
"He's really fair when grading assignments.  I preferred to see him rather than the professor.  he's not so intimidating, and he's really helpful in explaining things.   Also, Matthew is totally dreamy OMG!!!!  Unfortunately, I heard he has a girlfriend in the department :(",0,0.985389459,0,0.538290143,0,0.510480702,1,0.978592336,3/2/2008,62,Winter,Quarter End
"A great asset to the geography department. Is passionate about teaching and his students. Extremely accessible with a good sense of humor. Not intimidating in the least bit. Will help if your struggling. Overall a great guy. Plus he likes cyborgs and pirates, how can you go wrong with someone who likes cyborgs and pirates?",0,0.976771113,0,0.538289905,0,0.502631783,0,0.984482288,12/12/2007,346,Autumn,Quarter End
"Well, it was an honor just to take his class.    He is a super-expert in ethnomusicology, and a great lecturer. I took two classes from him. The grading really is straght-forward. I didn't apply myself enough the first class, and quite rightly got a C. I felt guily because the class was so good and interesting. My second class I got a 3.7.",1,0.968523682,0,0.538290799,0,0.499970794,0,0.991319478,8/20/2022,232,Summer,Quarter End
"If you want to study ethnomusicology, this is the guy to go to.",1,0.868606595,0,0.538286746,0,0.502792001,0,0.990203261,8/20/2022,232,Summer,Quarter End
"Ellingson is nice & knowledgeable teacher, has so many experiences and good stories to tell. But when I took his class, he was really sick and he quited halfway of the quarter. We can't hear him very well, and we could barely read his handwriting because his hands was shaking so bad. Now I see him back to music school. Really hope he is doing well.",1,0.972319848,0,0.538288176,0,0.505622864,0,0.992653847,2/18/2016,49,Winter,Midterm
"There is no book or slides, so you have to pay close attention to his mumbling rambling lectures, which is dificult . Also he is deaf, but still asks the class questions and gets mad when he can't hear you. We eventually just all stopped responding to him, so he started calling us idiots. Worst class I've ever taken.",1,0.823636633,0,0.538295686,1,0.740899861,1,0.090088248,1/29/2016,29,Winter,Quarter Beginning
"He clearly knows what he's talking about but he's not good at teaching. He mumbles and rambles a lot, and takes forever to get through a sentence. Also, he can't hear anything so good luck asking questions. It's a shame because the material is really interesting.",1,0.96320726,0,0.53829056,0,0.500187397,0,0.986331463,10/4/2014,277,Autumn,Quarter Beginning
He told us he is at least 3/4 deaf. He also doesn't know how to annunciate.,1,0.935989098,0,0.538290322,0,0.513115227,1,0.952439904,10/8/2013,281,Autumn,Quarter Beginning
"Ellingson teaching methods involve himself mostly talking, writing a few important notes on the overhead, and the occasional video. There are no slides to follow, so writing what he is saying is important because the grade for the class is dependent on a midterm and a final, that's it.  The T.A was very helpful in my class.",0,0.984982534,0,0.538291574,0,0.499769449,0,0.993455112,12/7/2012,342,Autumn,Quarter End
Brilliant and helpful. Really cares about his students.,1,0.969221651,0,0.538289666,0,0.500132263,0,0.992944658,5/11/2012,132,Spring,Midterm
"Great class, really enjoyed it!  Its not all on a silver platter, but so what!",1,0.959107383,0,0.538297534,0,0.498273522,0,0.992376506,2/22/2012,53,Winter,Quarter End
"do not recommend this class. if u need vlpa, take another music class. stay away.",1,0.970617908,0,0.538288295,0,0.500842631,1,0.954774737,12/15/2011,349,Autumn,Quarter End
"Does not know how to correctly teach students, lectures are all over the place, and if you aren't 100% interested in music you will get no where.",0,0.984380138,0,0.538291335,0,0.499527782,0,0.991516471,11/21/2011,325,Autumn,Midterm
"Dr. Ellingson is a terrific professor. He has an encyclopedic knowledge of African culture and performance art, and is willing to answer any and all questions. His style is admittedly unique in that he doesn't try and ""sell"" you on the material. You have to be independently motivated to learn, but if you are you will learn a lot. He is brilliant.",1,0.972271159,0,0.538290799,0,0.500920773,0,0.993111014,3/11/2011,70,Winter,Quarter End
He clearly knows his stuff but doesn't seem to be able to teach the material (which is actually interesting) in a way that is interesting to students.  He is very boring and you have to attend lecture to succeed.  Tested on readings but very minimal.  Just make sure you do them and maybe take some notes.  Easy to succeed in his class though.,0,0.993928748,0,0.538291395,0,0.505607128,0,0.991520226,12/11/2010,345,Autumn,Quarter End
"TERRIBLE instructor. incredibly dull and disorganized. MUST go to lecture if you want to succeed, because there is no book. he assigns readings, some up to 50 pgs long, but doesn't explain or go over it, and tests on them so if you don't quite understand some of the concepts, you're screwed on the test. i would NOT recommend taking a class from him",1,0.971487152,0,0.538290679,1,0.6395818,1,0.815527678,12/11/2010,345,Autumn,Quarter End
"He is the smartest professor I have ever worked with, and that is saying a lot. It takes an enormous amount of work to keep up with his ideas and asides, and it is completely worth it. I will always be grateful to him. I was his graduate student and became a professor because of him.",0,0.983259522,0,0.53829056,0,0.499056816,0,0.992408633,11/28/2010,332,Autumn,Midterm
"im in his class now and about to fall asleep. thats how boring his way of teaching is. he knows his stuff, but he should not be teaching",1,0.964160946,0,0.538296223,0,0.505150616,1,0.937309623,6/25/2010,176,Summer,Quarter Beginning
"DO NOT take his class. He is chronically late, lacks energy, and fond of insulting students when they attempt to ask questions. Entire grade is based on a final paper, but he never gets to the topics we have to write about in lecture because he rambles so much.  And beware the course heading: there is no discussion of music in this course!",0,0.985054362,0,0.538291514,0,0.502516687,1,0.966466665,2/17/2010,48,Winter,Midterm
"Terrible professor, & the worst I've taken at UW in fact, which is a shame because the subject matter is interesting. I agree with the below post that he's demeaning toward the class. The whole grade was based on the midterm and final and the assigned readings are NEVER discussed in class (but are still included in the tests). He's always late, too",0,0.991538425,0,0.538293242,0,0.54405278,1,0.936658859,12/14/2009,348,Autumn,Quarter End
"Knows a lot about his subject, possibly TOO much in fact. His teaching is very unclear and disorganized, and he goes on tangents rambling FOREVER on something in much more detail than we need. He can be funny at times, but he'll sometimes be downright insulting to the class, questioning our intelligence and attention span.",1,0.9675682,0,0.538291574,0,0.504154861,0,0.983322501,12/13/2009,347,Autumn,Quarter End
"Ter was a wonderful professor. He had actually been to the places we were discussing. We watched videos every dat that he took. He speaks very quietly, but what he says is extremely interesting and clear. He's very nice and loves it if you ask questions. Basically, he's a great teacher if you're interested in learning the material.",0,0.987252636,0,0.538290799,0,0.498248905,0,0.993395984,11/13/2009,317,Autumn,Quarter Beginning
"Sometimes a little hard to understand because he mumbles, but he really shouldn't be blamed because he IS mostly deaf. Wonderful amounts of hands-on experience and very excited to be there! He definitely draws you into lecture, and has lots of movies of live performances.",1,0.975344487,0,0.538291216,0,0.503581882,0,0.983888388,11/13/2009,317,Autumn,Quarter Beginning
"I give him credit for his education and his research. HOWEVER, he needs to stop teaching.  He can be enthusiastic at times, does come prepared to teach, but lacks energy to keep the class awake, seriously.",0,0.985733739,0,0.538290322,0,0.499770403,0,0.992879927,1/29/2009,29,Winter,Quarter Beginning
No Comments,1,0.920546766,0,0.538292468,0,0.498249233,0,0.992886603,11/4/2007,308,Autumn,Quarter Beginning
"Although the workload took a while to adjust to, Dean's class taught me so much! Papers were due every week but once you get used to the writing load it makes other classes seem easier too. Also such a hilarious, fun, and caring professor. Loved how much student engagement there was and how many of the skills I learned were transferable",0,0.99471895,0,0.538290679,0,0.498245209,0,0.993176162,12/13/2022,347,Autumn,Quarter End
"Great instructor who is very invested in his students. His lectures are engaging and funny and he really makes a point to present himself as a resource even after the quarter has ended. If you need a prof to give you a recommendation on any future applications, he's your guy.",0,0.991597364,0,0.538291156,0,0.499127895,0,0.993323386,1/6/2020,6,Winter,Quarter Beginning
He deserves every word of praise he gets.,1,0.912482399,0,0.538291574,0,0.502441168,0,0.991980553,12/13/2018,347,Autumn,Quarter End
Really knows his stuff and teaches what could easily dry material in a very enjoyable way. Great class and great professor.,1,0.97266692,0,0.538290024,0,0.498469591,0,0.992938459,5/10/2011,130,Spring,Midterm
No Comments,1,0.920546766,0,0.538292468,0,0.498249233,0,0.992886603,9/13/2007,256,Summer,Quarter End
"Awesome prof! Really straightforward exams (which seems to be rare nowadays in the dept.) Reasonable amount of HW and is very helpful! His lectures, even at 8:30am were usually great (both relevant and applicable.) Great sense of humor as well! No textbook required, posts his slides online, you can tell he really wants his students to learn!",0,0.99328109,0,0.53829813,0,0.499153554,0,0.993203878,3/17/2013,76,Winter,Quarter End
"Good professor!Reasonable homework, highly homework-related exam",1,0.973347757,0,0.53829664,0,0.500553548,0,0.99311161,12/10/2011,344,Autumn,Quarter End
"Econ 450 was a lot easier than 451. The latter deals with public tax. The math proportion of the exam and the HW were fairly easy but some of the multiple choices were quite tricky! If you're good at memorizing the different tax phrases and so fourth, you'll do fine by just studying his LC notes & the Hws. If not, study a lot!",0,0.985909967,0,0.538292289,0,0.499594778,0,0.993479371,3/20/2011,79,Winter,Quarter End
"This is perhaps the easiest class I've taken at UW. The subject matter is not challenging, the homework is easy, and the tests are a joke. One thing to watch out for - this class is so easy that you can overthink the questions and make them harder than they are. My advice: Don't think, just do.",0,0.984335675,0,0.538290977,0,0.500526011,0,0.992467344,6/8/2010,159,Spring,Quarter End
"No textbook, he posts lecture notes before each class. The material is straight forward and he doesn't trick you on exams. Great teacher!",1,0.966355778,0,0.538290501,0,0.50009048,0,0.993232131,3/27/2010,86,Spring,Quarter Beginning
"easy, clear, no tricks",1,0.942087176,0,0.538290739,0,0.498104751,0,0.992747605,8/20/2009,232,Summer,Quarter End
He is an awesome professor. Everything he said during all of his lectures was easy to understand and he gave us straightfoward exams.,1,0.94024355,0,0.538290501,0,0.499997258,0,0.993046343,1/11/2009,11,Winter,Quarter Beginning
"The easiest econ class I've taken at UW. He's very familiar with his material and explains concept really well. Overall good teacher, but the textbook is completely useless. (he wrote it as well)",0,0.981356174,0,0.53829664,0,0.5147475,1,0.936825037,12/23/2007,357,Autumn,Quarter End
"While I can't say he's the most exciting professor, I highly enjoyed his class.  I found the material and his class interesting, and he seems to legitimately care about his students and the topics discussed.  It wasn't overly easy, but he didn't do anything to trick us either.",0,0.992267772,0,0.538291395,0,0.498189837,0,0.993060887,7/10/2007,191,Summer,Quarter Beginning
"Dr. Kerr is one of the most caring and thoughtful professors at the UW. He gives great lectures and is incredibly helpful during office hours. To add to that, he brought in coffee, tea, and pastries for our final presentation and learned all our names by week 3. Fantastic teaching team!",0,0.991772925,0,0.5382936,0,0.499594063,0,0.993175924,12/15/2023,349,Autumn,Quarter End
Ben is super nice and knows each student's name in class. Grades are mostly on lab reports. Lab reports could take you some time but is manageable. You have one group report at the end of quarter which reduce your work load for finals. Highly recommend this class! No exams or quizzes.,0,0.989513056,0,0.538290441,0,0.499925673,0,0.992964387,12/12/2023,346,Autumn,Quarter End
I would give 10 stars if I could. Take Ben Kerr if you can.,1,0.968391699,0,0.538289487,0,0.501176536,0,0.992370367,11/2/2023,306,Autumn,Quarter Beginning
"CAN YOU BELIEVE THAT PROFESSOR KERR REMEMBERS EVERY SINGLE STUDENT'S NAME AND PRONUNCIATION AT THE BEGINNING OF WEEK 3, WHICH IS THE 4TH LECTURE? 
You have to take his class!!!! He is so nice and a good lecturer making the content very clear to understand and interesting.",0,0.98549308,0,0.538291037,0,0.498832762,0,0.989566565,10/11/2022,284,Autumn,Quarter Beginning
"Grading comes down to labs and final group project. There's not much due the first weeks, but it gets hectic towards the middle/end. The labs do require time outside of class. However, Ben's an amazing prof and really excited about what he teaches. He's super sweet and very approachable! He tries to make sure his students understand the material.",0,0.991052995,0,0.538290679,0,0.499361604,0,0.993204474,1/25/2022,25,Winter,Quarter Beginning
"This class had very interesting lectures. Be ware there is a lot of time needed outside of class and lab for experiments. There are four lab reports and no exams. Lab reports took a while to write but the grading wasn't super harsh. Ben is a great professor and wants you to succeed, I recommend taking this class!",0,0.991828452,0,0.538293183,0,0.498969227,0,0.993384421,12/23/2021,357,Autumn,Quarter End
"Ben Kerr is hands down the best Professor Ive had at UW. His course can be demanding, but he makes it so easy to want to succeed. Help is readily available and he makes sure no student gets left behind if they try. If youre debating taking bio 481 with him please take it!!!",0,0.981696366,0,0.538292825,0,0.501675367,0,0.993480206,12/14/2021,348,Autumn,Quarter End
"Professor Kerr is phenomenal. He is extremely smart and well-spoken and makes the difficult concept of evolution more digestible. If you are looking for an upper division biology lab course to take, I 1000% recommend this course! Though the labs can be difficult, he and the teaching team really help you succeed! Best biology professor here, 10/10",0,0.992198742,0,0.538291276,0,0.500427306,0,0.99295181,12/13/2021,347,Autumn,Quarter End
Ben is truly a gem. He gives incredibly engaging lectures and does an excellent job clarifying what can be very challenging topics. I looked forward to lectures and learned a ton. He's also very approachable and engaged in student learning. Wouldn't hesitate to take another course with him. I found this course stimulating and valuable.,0,0.987948252,0,0.538291395,0,0.500394464,0,0.993355155,12/13/2019,347,Autumn,Quarter End
One of the most amazing professor I've ever had. The concept of evolution is hard but Ben makes it very enjoyable. He prefers interactive learning and genuinely cares about his students. He also invests a lot in his lectures always accessible when students need help. Just put effort into this class and this is the best bio class you've taken.,0,0.992562977,0,0.538290799,0,0.499093741,0,0.993493378,11/11/2019,315,Autumn,Quarter Beginning
"Ben is AMAZING. This class was my favorite biology class at UW. He inspires people, you just have to go to class and listen. And you will learn! The lab reports can be tough, but you learn so much in this class it's worth it. Just put in the effort and you will do well.",0,0.986253437,0,0.538289309,0,0.499083638,0,0.993067145,3/18/2015,77,Winter,Quarter End
"Amazing teacher, very inspiring class!",1,0.970909413,0,0.538292944,0,0.499573112,0,0.992919624,2/26/2013,57,Winter,Quarter End
"Ben is awesome! Highly recommend taking his class. He's so enthusiastic he'll keep you interested, he's knowledgable, and his slides are awesome. He tends to have great TAs too.",0,0.979456273,0,0.538288474,0,0.517757416,0,0.993019521,1/30/2013,30,Winter,Midterm
"Kerr is hands-down one of the best teachers at the UW. He puts a ton of effort into making his lectures clear, interesting and memorable, genuinely takes an interest in his students (his ability to memorize names is amazing), and is incredibly accessible. Exams were on the easy side. Overall, it was a real privilege to have taken Bio 180 from him.",0,0.992614599,0,0.538291752,0,0.500334442,0,0.992952406,4/20/2010,110,Spring,Quarter Beginning
"he received the 2008 uw distinguished teaching award, so that should tell you something about his dedication.  anyway, the class won't be hard if you put in the effort to learn.  if it weren't for the first half of biol 180, taught by a different teacher, i would have 4.0ed.",0,0.983468492,0,0.538291335,0,0.499489486,0,0.993019879,3/17/2010,76,Winter,Quarter End
Dr. Kerr made the evolution part of this class phenomenal. He provided information and knowledge from his own research. The degree of detail at which he can explain things to you in office hours is truly astounding. Try to go to class everyday because clicker points are a key a high A!,0,0.982318842,0,0.538292766,0,0.499198407,0,0.993231177,11/15/2009,319,Autumn,Midterm
"Professor Kerr was 100% clear in his lectures, and he also made them fun and engaging. He has some of the most fair grading techniques I've ever seen (no ambiguous questions). Overall wonderful professor!!",0,0.985277877,0,0.538291216,0,0.4996472,0,0.993196487,11/4/2009,308,Autumn,Quarter Beginning
"Great professor, very interesting lectures and funny at times. He focused on having us understand the concepts rather than memorizing tons of things.Highly recommended, I really feel like I learned a lot of valuable information from him.",0,0.990107756,0,0.538291454,0,0.497957915,0,0.99310267,10/4/2009,277,Autumn,Quarter Beginning
"Professor Kerr is the best! He actually cares if you learn and makes lecture interesting, the best science professor I have had thus far. Take his classes!",0,0.978371876,0,0.538291574,0,0.499874026,0,0.993036449,6/24/2009,175,Summer,Quarter Beginning
"Great guy. Very helpful and wrote exceptionally fair exams. Make sure you study the lecture notes and you are golden. I'm glad I got to know him, he's pretty cool. I'm not a bio major but I would totally take another class by him.",0,0.98768168,0,0.538290143,0,0.500282943,0,0.991829693,6/21/2009,172,Summer,Quarter Beginning
"He is very fun and approachable, kind of a geek but an awesome geek. He is very lovable and interesting. His tests are what you expect, not too hard, not too easy, make sure you know vocabulary because they like to hear certain words in the answers. Very fun class, one that I could easily pay attention too, much better than gen chem",0,0.982450316,0,0.538291872,0,0.502066076,1,0.970591187,6/8/2009,159,Spring,Quarter End
"I loved Dr. Kerr! I never went to office hours or talked to him personally but he seems like a really nice guy and very approachable. He isn't intimidating like a lot of professors. He seemed to care a lot about whether students learned, he came to labs and made sure he answered any questions we had. He made class so interesting and fun!",0,0.991465278,0,0.538289785,0,0.498897791,0,0.993169069,5/30/2009,150,Spring,Quarter End
"Fantastic teacher.  Exciting, knowledgeable, very prepared, funny, and uses examples very well!  Just an all-around, utterly awesome professor.",0,0.986440551,0,0.538289785,0,0.499580026,0,0.988981903,5/12/2009,132,Spring,Midterm
He is amazing! He makes everything interestng and genuinely cares about his students!,1,0.878881396,0,0.538296223,0,0.50233078,0,0.992560267,5/14/2008,135,Spring,Midterm
"Ben Kerr is possibly the best biology professor I have ever met.  He treats students as intellectual peers, unlike many bad professors.  Take as many classes from him as you can!",0,0.978377243,0,0.538288713,0,0.501485646,0,0.992441297,4/23/2008,114,Spring,Midterm
"I love Ben!!!! After the terrible teacher Toby, he brought back the fun in biology. He is a great professor, leactures very organized, very friendly, and very fair exams!!! Simply he's the best professor to take for Biol180. (p.s. avoid taking Toby Bradshaw...he is the exact opposite of Ben).",1,0.972518485,0,0.538290441,0,0.505922139,0,0.991797686,10/24/2007,297,Autumn,Quarter Beginning
Great professor.  Get any Bio class you can with him.,1,0.966456451,0,0.538288534,0,0.501071572,0,0.993064702,8/21/2007,233,Summer,Quarter End
"Great professor! Young, enthusiastic, friendly and helpful. Stanford grad so he's very smart but doesn't dump his research into lectures like the first prof. Exam was easy (like high school level - average was 81%) and very similar to practice problems. Highly recommend this guy.",0,0.994084546,0,0.538290739,0,0.499727279,0,0.993260086,6/3/2007,154,Spring,Quarter End
"This class is hideously boring...but you have to take it, and Dr. Kerr makes it easy.",1,0.91154547,0,0.538288713,0,0.51663661,1,0.955105007,6/5/2006,156,Spring,Quarter End
"fairly easy class. the reading from the book isn't very helpful, but she explains things well in lecture.  studying from the old tests really helps.",0,0.989054417,0,0.53829211,0,0.499305964,0,0.993265629,2/20/2006,51,Winter,Midterm
Take this class ONLY with her & you won't be disappointed.,1,0.964309924,0,0.538288295,0,0.501803219,0,0.988300443,2/15/2006,46,Winter,Midterm
"This class is pretty simple if you listen and review the old tests online.  A lot of the same questions on the old tests appear on the current tests.  It's not the most exciting class, because of the subject, but if you gotta take it, Beth Kerr does a fine job.",0,0.992761181,0,0.538291931,0,0.499374688,0,0.993276775,3/7/2005,66,Winter,Quarter End
No Comments,1,0.920546766,0,0.538292468,0,0.498249233,0,0.992886603,3/15/2004,75,Winter,Quarter End
He's cool,1,0.939599121,0,0.538294554,0,0.503498137,0,0.991830409,11/16/2015,320,Autumn,Midterm
"Great class, great prof!",1,0.968122542,0,0.538288713,0,0.498888344,0,0.992632031,2/4/2015,35,Winter,Midterm
Super interesting material taught by an enthusiastic dude.  Take him!,1,0.966990758,0,0.538288951,0,0.50046277,0,0.992979109,12/12/2014,346,Autumn,Quarter End
Dr. Gairola is a dynamic presence within the rather staid UW structure,0,0.981090267,0,0.53829807,0,0.502622724,0,0.992408633,7/1/2013,182,Summer,Quarter Beginning
"Professor Gairola is both passionate and deeply knowledgable about the subjects he teaches. I never look forward to composition classes, but I genuinely enjoyed this one. The class discussions were lively and thought provoking. My concepts of ethnicity and racial identity were completely changed by this course. I highly recommend Rahul!",0,0.984012276,0,0.538291216,0,0.505066156,0,0.992827594,6/20/2013,171,Summer,Quarter Beginning
"What I loved the most about this class is how open and excited Dr. Gairola was about sharing his personal and academic knowledge about South Asia and it's visual culture with us.  He talked a lot about themes that I had never before thought about like Partition, poverty, drought, famine, monsoon, Hinduism, courtesans, and history of Bollywood.",1,0.973910715,0,0.538290977,0,0.498530179,0,0.993072808,6/17/2013,168,Summer,Quarter End
"This was a very interesting and challenging class, but Professor Gairola did a great job explaining the content and readings. He also talked about personal experiences and current news stories which helped relate the content to real life. Overall, he's a great professor who challenges his students so they can learn more.",0,0.995124371,0,0.538291574,0,0.497996628,0,0.99319458,6/16/2013,167,Spring,Quarter End
"I loved professor Gairola! His writing class is truly a unique one. The books and videos which you participate in will give you whole new perspectives and outlooks surrounding diversity, culture, and corporations. He's a professor that holds you to a high standard, but you respect him for that because he brings out your best work. Take his class!",0,0.989805892,0,0.538289845,0,0.498077363,0,0.993338645,6/16/2013,167,Spring,Quarter End
